emp_no,first_name,last_name,title,to_date
59175,Pradeep,Chinin,Senior Engineer,1997-11-11
59176,Teiji,Suessmith,Senior Staff,1988-01-09
59183,Kotesh,Cronau,Senior Engineer,1996-09-11
59186,Anoosh,Bazzichi,Senior Staff,1991-06-12
59189,Petter,Sgarro,Senior Engineer,1998-01-02
59192,Luisa,Schusler,Engineer,2000-07-19
59197,Wilmer,Granlund,Engineer,1995-06-10
59199,Ennio,Ashish,Senior Staff,1987-07-27
59203,Youngkon,Bernini,Technique Leader,1995-08-07
59206,Shan,Wroclawski,Senior Engineer,1991-04-18
59207,Toshimo,Zeidenstein,Staff,1997-06-05
59210,Florian,Carrera,Technique Leader,1987-12-28
59211,Lenore,Businaro,Engineer,1998-06-09
59212,Koldo,Jeong,Senior Staff,1995-04-21
59215,Doohun,Schwaller,Engineer,1994-04-16
59219,Shounak,Peroz,Technique Leader,1995-02-18
59224,Bartek,Rusterholz,Engineer,1997-03-06
59227,Adly,Ruemmler,Senior Engineer,1992-10-28
59228,Hatem,Jeong,Senior Engineer,2001-05-07
59230,Oscar,Krichel,Senior Staff,1993-10-17
59236,Siamak,Yurek,Senior Engineer,1994-12-18
59237,Gen,Lundstrom,Staff,1996-02-10
59238,Moni,Braunschweig,Staff,1999-08-04
59242,Fun,Peak,Senior Staff,2002-05-19
59245,Nahla,Greibach,Senior Staff,1998-05-13
59248,Zhanqiu,Krzyzanowski,Engineer,1995-05-22
59250,Toong,Arlazarov,Technique Leader,1995-10-29
59251,Bilhanan,Liesche,Staff,1996-01-28
59256,Tsvetan,Emiris,Senior Engineer,2001-02-01
59260,Yongmin,Hennings,Senior Engineer,1985-11-21
59268,Berry,Besancenot,Staff,1997-01-01
59269,Chriss,Ebeling,Staff,1996-05-10
59276,Heon,Bahk,Assistant Engineer,1990-05-09
59277,Menkae,Mikschl,Senior Engineer,1993-03-24
59279,Genevieve,Jeong,Staff,1997-12-22
59283,Stevo,Bisiani,Senior Engineer,1992-06-21
59289,Yucel,Sridhar,Staff,1997-02-24
59294,Shietung,Mitchem,Engineer,1998-10-02
59295,Subbu,Ducloy,Senior Staff,1993-08-08
59299,Toney,Isaak,Assistant Engineer,1998-06-17
59309,Dannz,Sury,Senior Staff,1998-05-26
59311,Renee,Shiratori,Engineer,1998-05-07
59312,Divier,Verhoeff,Senior Staff,2000-01-13
59313,Jacqueline,Bisiani,Senior Engineer,1989-06-27
59315,Tadanori,Schahn,Senior Staff,1997-01-10
59317,Shirish,Taneja,Senior Staff,2001-09-10
59319,Sarita,Gils,Staff,1998-07-24
59322,Beshir,Cools,Senior Engineer,2001-12-29
59323,Hein,Marciano,Senior Engineer,1996-02-23
59331,Izaskun,Broder,Engineer,1996-02-24
59333,Fay,Ratnaker,Senior Staff,1997-05-25
59342,Babette,Colorni,Senior Staff,1987-12-10
59344,Basant,Portugali,Staff,1987-01-13
59346,Armond,Monkewich,Senior Staff,1999-02-26
59348,Jackson,Heemskerk,Engineer,1995-07-07
59349,Martijn,Bail,Senior Engineer,1994-01-02
59351,Yannik,Ghemri,Engineer,1995-12-07
59355,Shigeaki,Kinley,Senior Staff,1998-10-25
59356,Lorien,Belinskaya,Engineer,1999-02-17
59358,Arvind,Passino,Technique Leader,1993-04-26
59360,Jianhua,Benveniste,Senior Engineer,1990-04-19
59368,Younwoo,Baar,Senior Engineer,1994-05-07
59374,Zhaofang,Bardell,Senior Staff,1997-02-25
59379,Zsolt,Rajala,Engineer,1998-12-03
59380,Zvonko,Berendt,Senior Staff,1998-12-20
59382,Gal,Ducloy,Staff,1988-05-03
59390,Patricio,Greibach,Staff,1999-02-28
59391,Qunsheng,Plessier,Senior Engineer,2002-02-07
59393,Rajmohan,Zaccaria,Senior Staff,2001-01-11
59395,Richard,Karunanithi,Engineer,1996-09-13
59396,Pranjal,Stanger,Engineer,1998-11-07
59397,Elrique,Chachaty,Engineer,1999-02-21
59400,Chinya,Giaccio,Senior Staff,1994-08-24
59403,Spyrose,Fabrizio,Senior Engineer,1992-08-21
59404,Marek,Mondadori,Staff,1991-06-03
59409,Mechthild,Reeken,Senior Engineer,1995-09-01
59413,Huei,Albarhamtoshy,Senior Staff,1992-01-18
59414,Yuping,Kolvik,Senior Staff,1990-08-03
59415,Francesca,Puoti,Engineer,1996-04-16
59417,Anestis,Cappelletti,Senior Engineer,1998-04-18
59432,Pascal,Farrar,Technique Leader,1987-11-02
59433,Barna,Koshiba,Staff,1999-12-13
59434,Saddek,Smailagic,Senior Staff,1988-07-18
59435,Serge,Baig,Senior Engineer,1987-02-06
59450,Goncalo,Highland,Senior Engineer,1987-01-24
59456,Kazuhiko,Shumilov,Technique Leader,1994-05-07
59462,Lech,Bale,Staff,1999-01-09
59463,Wuxu,Nergos,Senior Engineer,1998-03-22
59464,Selwyn,Koyama,Senior Staff,1996-05-22
59465,Lillian,Luiz,Senior Staff,1990-02-28
59466,Gila,Kornatzky,Senior Staff,2000-09-12
59468,Kendra,Narlikar,Senior Staff,2001-01-17
59470,Ziyad,Ghelli,Senior Staff,1993-02-10
59471,Katsuo,Hiyoshi,Senior Staff,1995-01-22
59475,Palash,Dahlbom,Senior Engineer,1996-10-13
59480,Giordano,Esteva,Staff,1996-06-11
59485,Ravishankar,Birrer,Senior Staff,2002-05-12
59488,Saeko,Montresor,Senior Engineer,1998-01-18
59490,Vasilis,Anido,Senior Engineer,2001-03-02
59494,Ayakannu,Demos,Engineer,2002-05-10
59496,Valery,Hebden,Senior Engineer,1994-10-11
59499,Lijie,Furedi,Senior Staff,1998-12-08
59505,Franziska,Pagter,Engineer,1999-10-03
59507,Falguni,Bala,Senior Staff,1992-03-12
59509,Vishwani,Schueller,Senior Engineer,1997-05-06
59510,Shuichi,Bouloucos,Senior Staff,1996-01-14
59513,Xiaoheng,Rosaz,Senior Engineer,1986-10-02
59514,Palash,Camarinopoulos,Senior Staff,1998-03-19
59520,Babette,Montresor,Technique Leader,1988-09-25
59521,Kwok,Ponthieu,Senior Engineer,1993-03-13
59530,Zhonghui,Ranon,Senior Staff,1986-10-06
59537,Yefim,Pargaonkar,Senior Engineer,1987-05-23
59538,Constantijn,Stiles,Senior Engineer,1996-04-06
59539,Kwun,Slutz,Senior Staff,1997-05-29
59540,Bader,Whitcomb,Staff,1997-12-02
59543,Behnaam,Molenaar,Senior Staff,1997-01-04
59544,Subhada,Cangellaris,Senior Engineer,1986-10-09
59553,Aruna,Hockney,Senior Staff,1991-02-02
59555,Augustine,Peot,Staff,1995-05-05
59560,Shuho,Roisin,Senior Staff,1991-08-20
59565,Angus,Taubenfeld,Staff,1989-03-24
59566,Vugranam,Krybus,Engineer,1995-11-19
59567,Richard,Huttel,Senior Staff,1992-12-02
59569,Kazuyasu,Heyers,Engineer,2001-06-30
59577,Adel,Swiler,Staff,1986-11-27
59578,Pramod,Schade,Senior Staff,1987-12-20
59581,Mani,Swab,Senior Engineer,1993-07-21
59582,Chirstian,Montemayor,Staff,1994-02-05
59586,Vidar,Luiz,Senior Staff,1995-12-26
59593,Xiaoqiu,Steenbeek,Senior Staff,1995-07-29
59602,Toshimo,Stamatiou,Senior Engineer,1994-05-04
59605,Boguslaw,Rattan,Senior Staff,1999-04-18
59606,Ashish,Rodier,Staff,1996-11-14
59611,Wanqing,Fraisse,Senior Staff,1993-05-08
59612,Francoise,Aumann,Staff,1998-01-19
59613,Shaunak,Biros,Senior Engineer,1991-12-16
59622,Caolyn,Thimonier,Senior Staff,1997-07-15
59627,Tianruo,Rabejac,Senior Staff,1990-07-06
59631,Krisda,Byoun,Senior Engineer,1993-05-09
59638,Ohad,Azumi,Staff,1998-11-30
59639,Taizo,Clouatre,Senior Engineer,1998-06-15
59641,Zhiwei,Guerreiro,Engineer,1997-10-11
59645,Yinlin,Soloway,Engineer,1994-11-30
59648,Alair,Veevers,Staff,1992-10-23
59649,Henk,Kavanagh,Senior Staff,1992-05-24
59650,Shirish,Servi,Senior Staff,1997-04-12
59659,Leandro,Munke,Senior Staff,1998-01-17
59665,Mamdouh,Soloway,Senior Engineer,1998-06-03
59676,Zhiwei,Kolvik,Senior Staff,1993-03-04
59684,Qingxiang,Ranst,Senior Engineer,1995-09-04
59685,Yongdong,Schurmann,Technique Leader,1989-08-13
59688,Woody,Scharstein,Senior Engineer,1993-03-30
59692,Remzi,Kabayashi,Senior Staff,1992-05-10
59699,Mahmut,Benveniste,Senior Staff,1991-08-14
59700,Arno,Leijenhorst,Senior Staff,1998-12-29
59703,Woody,Pouyioutas,Senior Engineer,1996-01-12
59704,Toong,Makrucki,Senior Engineer,1994-12-28
59707,Bezalel,Tyugu,Senior Staff,1987-02-16
59708,Khalil,Riexinger,Staff,1996-01-17
59709,Syozo,Ratzlaff,Senior Engineer,1994-10-07
59710,Gennadi,Marchesini,Senior Staff,1993-09-11
59717,Anneke,Viele,Technique Leader,1990-09-18
59723,Josyula,Gluchowski,Staff,1995-09-29
59724,Jenwei,Stentiford,Staff,1986-07-01
59734,Adas,Ulupinar,Senior Engineer,1995-12-26
59743,Zhenhua,Bakhtari,Senior Engineer,1995-04-10
59748,Diederik,Mundy,Engineer,1998-12-24
59751,Alois,Gerlach,Technique Leader,1999-07-15
59756,Rimon,Colorni,Staff,1995-08-25
59763,Arunachalam,Schapire,Senior Engineer,1987-02-16
59764,Jeane,Wroclawski,Senior Engineer,2000-06-06
59766,Ziyad,Nitsch,Senior Staff,1985-06-03
59767,Kazuhisa,Pell,Senior Staff,1997-01-18
59770,Hatsukazu,Katalagarianos,Staff,1999-09-02
59772,Goetz,Pollacia,Senior Engineer,2001-04-02
59783,Volkmar,Raczkowsky,Senior Staff,2002-07-02
59790,Vishv,Heering,Senior Engineer,1991-10-30
59793,Jayson,Tibblin,Senior Staff,1994-03-25
59797,Muzhong,Baba,Engineer,1994-04-28
59799,Ekawit,Jording,Engineer,1995-07-26
59801,Mototsugu,Rotem,Engineer,1997-07-19
59804,Xuejia,Siepmann,Technique Leader,1996-09-19
59805,Arco,Yoshimura,Staff,1996-09-04
59807,Geraldo,Templeman,Senior Staff,1999-04-30
59809,Christfried,Anily,Assistant Engineer,1997-09-09
59824,Xiaoshan,Marwedel,Assistant Engineer,1998-02-06
59825,Anneli,Constantine,Senior Engineer,1992-01-03
59826,Martien,Frolund,Senior Staff,1986-02-17
59832,Brewster,Biran,Staff,1997-09-16
59836,Stella,Stifter,Senior Engineer,2002-01-04
59837,Tonny,Shackell,Staff,1986-05-17
59841,Pranav,Deverell,Senior Engineer,1992-06-05
59852,Divier,Goldhammer,Senior Staff,1986-10-11
59854,Dekang,Cherinka,Technique Leader,1989-10-15
59859,Shunichi,Henseler,Senior Engineer,1994-07-10
59860,Jiang,Parfitt,Senior Staff,1998-01-02
59864,Garnik,Wynblatt,Senior Staff,1993-12-09
59867,Insup,Uchoa,Engineer,1994-12-17
59878,Hitofumi,Gist,Senior Engineer,1987-11-07
59879,Amstein,Gronowski,Senior Engineer,1992-04-30
59883,Sanjiv,Serov,Senior Engineer,1987-10-27
59884,Fan,Przulj,Senior Staff,1991-09-25
59885,Radhika,Danlos,Staff,1999-10-01
59891,Guttorm,Linnainmaa,Senior Engineer,1994-02-27
59898,Gao,Iwayama,Senior Engineer,1996-07-26
59899,Toong,Schueller,Engineer,2002-01-26
59904,Subhada,Skafidas,Senior Engineer,1996-11-20
59906,Joydip,Binding,Engineer,1993-11-13
59911,Remco,Bauknecht,Senior Staff,2000-01-06
59916,Anneli,Smeets,Senior Engineer,1996-11-29
59917,Aris,Majewski,Senior Staff,1994-10-21
59919,Koichi,Aloia,Senior Staff,1996-08-29
59920,Gurbir,Hoogerwoord,Senior Engineer,2000-05-23
59922,Volkmar,Rothenberg,Engineer,1999-07-22
59927,Sedat,Salverda,Senior Staff,2001-06-27
59931,Suzette,Sewelson,Staff,1999-02-28
59935,Khoa,Marletta,Senior Engineer,1998-03-29
59936,Mani,Dehkordi,Senior Engineer,2000-03-21
59937,Oddvar,Cardazo,Engineer,1994-07-13
59939,Xinyu,Chimia,Engineer,1997-10-19
59941,Lobel,Barvinok,Staff,1986-05-07
59945,Leen,Kakkad,Senior Engineer,1998-12-30
59946,Berhard,Hartvigsen,Senior Staff,1999-05-29
59947,Muzhong,Zolotykh,Senior Engineer,1999-04-15
59960,Rance,Daescu,Senior Engineer,1988-06-14
59961,Hausi,Poulakidas,Senior Staff,1996-10-25
59964,Yinghua,Baez,Senior Engineer,1996-10-15
59971,Stein,Broder,Senior Staff,1990-04-13
59972,Padma,Schlegelmilch,Senior Engineer,2001-07-11
59974,Sajjad,Merle,Engineer,1999-09-02
59978,Mayumi,Usdin,Senior Staff,1997-09-28
59981,Rosita,Merle,Staff,1996-11-05
59984,Kwangjo,Angiulli,Senior Staff,1994-11-07
59986,Gererd,Yoshimura,Senior Engineer,1994-09-08
59989,Tianruo,Jenevein,Senior Staff,1998-11-02
59992,Huei,Bael,Senior Engineer,1997-06-08
59994,Adin,Nyrup,Senior Engineer,1998-03-12
59995,Hein,Zizka,Senior Engineer,2000-04-09
59999,Piyush,Spataro,Senior Staff,1996-02-21
60003,Rayond,Murtafg,Senior Staff,1988-06-03
60013,Breannda,Schauser,Senior Engineer,1998-01-01
60015,Geoffrey,Badr,Senior Staff,1995-04-16
60018,DeForest,Mahmud,Staff,1997-07-11
60021,Chanjung,Auyong,Technique Leader,1998-06-16
60022,Koichi,Dolinsky,Technique Leader,1988-07-25
60023,Collette,Flasterstein,Engineer,1998-11-17
60024,Sakthirel,Ramsak,Senior Staff,1986-09-04
60027,Guenter,Diderrich,Senior Engineer,1987-08-29
60028,Kazuhiko,Lieblein,Technique Leader,1995-08-22
60032,Takanari,Stasinski,Staff,1998-04-19
60034,Xinyu,Schahn,Engineer,1996-10-19
60039,Renny,Cappelli,Senior Staff,1994-10-09
60041,Maren,Serna,Senior Engineer,1991-05-27
60058,Qingxiang,Gulak,Engineer,1995-05-21
60060,Anyuan,Ramamoorthy,Staff,1997-01-03
60062,Arlette,Doering,Staff,1996-07-20
60064,Maren,Binkley,Engineer,1996-09-08
60068,Giap,Plavsic,Engineer,1998-05-30
60071,Sariel,Matheson,Senior Engineer,1985-09-26
60072,Dekang,Luke,Senior Staff,1991-09-29
60083,Bojan,Cunliffe,Senior Staff,1998-09-07
60084,Christoph,Wilfing,Staff,1997-05-24
60088,Bernt,Cardazo,Technique Leader,1989-09-01
60089,Feiyu,Garnham,Senior Engineer,1998-05-22
60097,Gonzalo,Ratnakar,Engineer,1992-09-02
60102,Susumu,Pehl,Senior Engineer,1993-01-19
60103,Hinrich,Markovitch,Senior Staff,1998-02-27
60107,Tsvetan,Ushiama,Senior Staff,1996-01-16
60113,Ulises,Fadgyas,Technique Leader,1996-10-17
60115,Nathalie,Murillo,Senior Staff,1994-05-22
60118,Izaskun,Strehl,Senior Engineer,1995-11-02
60123,Kwangjo,Thibadeau,Senior Staff,1987-12-20
60124,Kagan,Sichman,Senior Staff,1987-01-07
60131,Tesuro,Pusterhofer,Senior Staff,1996-04-04
60132,Lein,Middleton,Senior Staff,1994-04-23
60133,Valeri,Shobatake,Senior Staff,1998-02-26
60135,Theron,Tokunaga,Staff,1998-08-28
60136,Maja,Serra,Senior Engineer,1996-09-13
60137,Stafford,Conti,Technique Leader,1993-05-25
60139,Jahangir,Lortz,Senior Staff,1997-11-22
60144,Premsyl,Thiria,Senior Staff,1996-09-03
60146,Dines,Clouatre,Engineer,1999-10-03
60147,Boaz,Herbst,Technique Leader,1998-04-16
60152,Uma,Bashian,Senior Staff,1990-07-06
60156,Nirmal,Lanteri,Engineer,1989-03-17
60158,Shim,Hofman,Senior Engineer,1992-11-21
60161,Insup,Covnot,Senior Staff,1997-08-11
60162,Tesuya,Heemskerk,Senior Staff,1997-01-29
60170,Lene,Yetim,Engineer,1997-11-30
60171,Manibrata,Karunanithi,Senior Engineer,1995-09-13
60172,Kiyokazu,Perl,Senior Staff,1993-09-25
60174,Tze,Kragelund,Senior Engineer,1997-07-17
60175,Hatsukazu,Sankaranarayanan,Senior Engineer,1997-10-30
60185,Weiyi,Gruenwald,Senior Engineer,1987-06-28
60189,Vivian,Berendt,Senior Staff,1997-03-03
60193,Sanjai,Gronowski,Technique Leader,1985-07-09
60197,Harjit,Comellas,Senior Staff,1990-02-22
60199,Khalid,Conia,Technique Leader,1988-08-30
60201,Gregory,Aingworth,Staff,1991-06-27
60204,Giri,Macedo,Senior Engineer,1994-09-09
60207,Koldo,Mahmud,Engineer,1996-12-24
60216,Elrique,Lichtner,Staff,1994-09-21
60217,Limsoon,Doering,Senior Staff,2000-03-20
60229,Oscal,Takkinen,Senior Staff,2001-07-28
60232,Genevieve,Cappelletti,Technique Leader,1994-05-24
60233,Elvis,Ladret,Senior Staff,1995-10-20
60239,Khosrow,Simmel,Staff,1990-12-18
60240,Morrie,Chleq,Senior Staff,1999-03-28
60242,Mohd,Champarnaud,Staff,1991-11-20
60243,Jaewoo,Rattan,Staff,1996-02-18
60246,Honesty,Fraisse,Senior Staff,1995-11-25
60247,Hauke,Soloway,Engineer,1997-01-31
60248,Guther,Szmurlo,Senior Engineer,1989-06-09
60253,Hinrich,Szilard,Staff,1996-03-12
60255,Danae,Siochi,Senior Staff,1992-02-04
60256,Subir,Fiutem,Engineer,1989-10-03
60257,Martine,Sethi,Engineer,1999-12-19
60258,Goa,Merks,Senior Engineer,1997-05-10
60259,Chrisa,dAstous,Senior Staff,1997-03-09
60260,Valdiodio,Czap,Senior Staff,1993-11-21
60263,Barun,Perng,Senior Engineer,1992-04-21
60267,Adel,Stavenow,Senior Staff,1997-06-30
60268,Fan,Haddadi,Senior Engineer,1992-07-20
60270,Souichi,Angiulli,Senior Staff,1992-11-13
60271,Ranga,Comellas,Senior Engineer,1994-04-28
60276,Frederique,Moffat,Senior Engineer,1989-02-15
60285,Nitsan,Coorg,Senior Engineer,1994-04-14
60291,Perla,Talmor,Senior Staff,1995-05-18
60293,Gor,Setia,Senior Staff,1997-04-27
60299,Shaibal,Przulj,Senior Engineer,2002-03-29
60303,Billur,Solares,Senior Staff,1995-08-28
60305,Ferdinand,Alpin,Senior Engineer,2002-03-03
60314,Dharmaraja,Vasanthakumar,Senior Staff,1995-07-13
60317,Munehiko,Schlenzig,Staff,1999-09-30
60324,Jasminko,Rassart,Engineer,1998-05-06
60326,Gudjon,Antonakopoulos,Senior Staff,2000-11-21
60330,Amstein,Kamber,Senior Staff,1998-07-01
60338,Girolamo,Fraisse,Senior Staff,1995-10-29
60339,Bernd,Sooriamurthi,Technique Leader,1992-08-03
60340,Hyuckchul,Marakhovsky,Senior Staff,2002-06-06
60343,Munenori,Leppanen,Senior Staff,1996-08-13
60345,Fusako,Przulj,Engineer,1989-08-17
60346,Katsuo,Leslie,Engineer,1993-11-29
60349,Sasan,Peris,Senior Engineer,2001-01-23
60354,Shakhar,Plesums,Assistant Engineer,1998-03-07
60363,Parke,Diderrich,Senior Engineer,1994-09-09
60366,Perry,Benzaken,Senior Staff,1987-12-14
60371,Theron,Huxford,Senior Staff,1987-07-02
60372,Uno,Rando,Engineer,1993-09-19
60374,Hongzue,Peron,Senior Engineer,1996-04-05
60376,Uriel,Foong,Staff,1999-11-18
60377,Radhakrishnan,Vidal,Senior Staff,1999-02-13
60383,Kristof,Molberg,Technique Leader,1995-09-16
60391,Sigeru,Erde,Senior Staff,2000-02-11
60393,Fan,Rajcani,Staff,1996-05-02
60400,Shimshon,Lammel,Staff,1999-07-15
60404,Hailing,Arlazarov,Senior Engineer,2000-12-14
60405,Kellie,Waterhouse,Staff,1999-10-20
60408,Baziley,Gadepally,Senior Staff,1998-09-26
60409,Falguni,Swiler,Senior Engineer,1988-08-30
60411,Alois,Hardjono,Senior Engineer,1998-05-02
60412,Dharmaraja,Ranst,Senior Engineer,1999-11-18
60414,Xuejia,Vitiello,Senior Staff,1992-02-01
60418,Noritoshi,Gajiwala,Senior Staff,1998-04-16
60425,Alagu,Leivant,Senior Staff,1998-09-17
60426,Sven,Quaggetto,Senior Engineer,1999-02-18
60429,Cristinel,Naumovich,Senior Engineer,1988-03-09
60432,Xiaoqiang,Range,Engineer,1996-11-08
60436,Munehiko,Vesna,Senior Staff,1996-03-15
60439,Weiru,Basawa,Senior Engineer,1998-11-07
60440,Tiina,Ratnakar,Senior Engineer,2001-03-19
60442,Kwangsub,Hellwagner,Senior Engineer,1994-11-08
60453,Larisa,Gammage,Senior Staff,1999-03-07
60463,Sanjiv,Dredge,Senior Engineer,1995-03-25
60464,Shigeu,Menhardt,Staff,1995-05-06
60465,Nalini,Gischer,Senior Staff,2000-09-26
60469,Angel,Kampfer,Senior Staff,1991-05-01
60471,Masaki,Camarinopoulos,Engineer,1999-12-21
60475,Wanqing,Renear,Engineer,1996-04-28
60477,Djelloul,Dulay,Senior Engineer,1999-09-01
60478,Kwangyoen,Fargier,Engineer,1999-09-27
60479,Stein,Byoun,Senior Staff,1988-11-20
60482,Theron,Berstel,Senior Engineer,1990-10-09
60483,Kotesh,Penn,Senior Engineer,1993-12-19
60488,Yakkov,Staylopatis,Senior Engineer,2002-07-27
60490,Teiji,Steenbeek,Technique Leader,1995-04-12
60494,Hatim,Baak,Engineer,1999-05-26
60496,Sachio,Remmers,Senior Staff,1992-10-07
60501,Ranga,Badr,Senior Engineer,1993-02-04
60505,Yinghua,Birnbaum,Senior Staff,1996-02-09
60510,Divine,Nitsche,Staff,1998-07-30
60512,Ziyad,Marwedel,Staff,1999-01-15
60513,Yannik,Noriega,Staff,1999-11-25
60514,Ayakannu,Vecchio,Senior Engineer,1992-07-01
60518,Ziya,Biran,Senior Staff,1999-05-09
60520,Arvin,Gihr,Engineer,1994-08-21
60521,Henk,Uhrik,Senior Staff,1987-07-08
60522,Becky,Polupanov,Senior Engineer,1995-12-22
60524,Kshitij,Khalil,Senior Staff,2000-11-15
60525,Barna,Munoz,Senior Staff,1998-02-17
60526,Syozo,Pillow,Senior Staff,2000-02-02
60529,Faiza,Liesche,Senior Engineer,1993-07-15
60530,Lenore,Roccetti,Senior Staff,1991-01-09
60533,Chirstian,Morrin,Staff,1999-04-03
60544,Navin,Peres,Senior Engineer,1996-06-13
60547,Theron,Anick,Senior Engineer,1989-03-13
60551,Caolyn,Irland,Senior Engineer,1986-04-27
60560,Indrajit,Trumbly,Engineer,1996-03-24
60572,Stevo,Pokrovskii,Assistant Engineer,1996-08-15
60577,Holgard,Baba,Staff,1997-07-28
60579,Toney,Menyhert,Staff,1999-02-26
60594,Szabolcs,Nitto,Staff,1988-07-15
60597,Ute,Schlumberger,Senior Engineer,2001-12-08
60598,Izaskun,Sadowski,Senior Staff,1994-11-26
60607,Ravishankar,Gladwell,Engineer,1997-05-29
60611,Feixiong,Baba,Senior Staff,1992-01-15
60620,Dhritiman,Lukaszewicz,Senior Engineer,1996-06-14
60627,Jingling,Harbusch,Senior Engineer,1999-08-16
60634,Teiji,Pulkowski,Senior Engineer,1999-08-30
60638,Makato,Alencar,Engineer,1995-06-04
60641,Zita,Msuda,Senior Staff,1995-07-05
60642,Marek,Junet,Senior Engineer,1996-01-27
60648,Shigeaki,Janetzko,Senior Engineer,1998-11-04
60649,Van,Potthoff,Senior Staff,2001-09-26
60650,Ugo,Lorie,Senior Staff,1997-03-30
60653,Wonhee,Bamford,Technique Leader,1987-08-01
60655,Geoffrey,Conde,Staff,1996-09-29
60660,Remko,Socorro,Senior Engineer,1998-04-30
60664,Serenella,Panwar,Senior Staff,1996-04-30
60669,Gaetan,Antonakopoulos,Senior Engineer,1997-05-21
60671,Dharmaraja,Brandsma,Senior Engineer,1998-01-27
60673,Fay,Benantar,Senior Staff,1997-05-30
60677,Stella,Worfolk,Engineer,2001-11-27
60681,Lillian,Ebeling,Senior Staff,1993-01-17
60682,Arunas,Sherertz,Staff,1995-08-16
60683,Guttorm,Androutsos,Staff,1997-10-19
60686,Baocai,Pocchiola,Senior Engineer,1994-01-22
60688,Elzbieta,Kowalchuk,Engineer,1997-08-01
60689,Heeju,Kropp,Senior Staff,2002-04-04
60692,Zvonko,Alameldin,Engineer,1997-07-24
60693,Hercules,Heering,Technique Leader,1993-01-13
60695,Masanao,Papadias,Senior Staff,1994-04-30
60697,Gritta,Cannata,Senior Staff,1995-04-13
60698,Kiyokazu,Plessier,Staff,1998-03-09
60700,Willard,Warwick,Senior Engineer,1998-07-10
60705,Ekawit,Lorie,Senior Engineer,1985-11-24
60711,Mabry,Ramaiah,Senior Engineer,2000-09-14
60713,Constantine,Birta,Senior Engineer,2001-03-20
60717,Carrsten,Sadowsky,Senior Staff,1986-10-23
60718,Yifei,Swiler,Senior Staff,1997-06-23
60722,Serenella,Kuszyk,Senior Engineer,1997-03-01
60724,Hyuckchul,Gyimothy,Engineer,1997-04-17
60732,Masami,Hoogerwoord,Senior Engineer,1998-04-02
60735,Ult,Yoshizawa,Senior Engineer,1989-11-23
60736,Hidde,Azuma,Staff,1999-04-26
60737,Hatim,Ghazalie,Senior Engineer,2000-09-26
60740,Ung,Shackel,Engineer,1992-05-13
60742,Kristen,Juneja,Senior Engineer,1990-05-28
60743,Patricio,Suppi,Engineer,1998-06-13
60749,Zhenbing,Winter,Senior Engineer,1990-05-27
60751,Steve,Kalloufi,Senior Engineer,1989-11-04
60752,Herbert,Rosenbaum,Staff,1996-01-12
60753,Kazuyasu,Krybus,Staff,1994-08-20
60755,Ebbe,Merli,Senior Engineer,1998-11-07
60759,Bokyung,Gulak,Engineer,1998-06-06
60763,Augustine,Mondadori,Senior Staff,1989-11-13
60764,Taizo,Stamatiou,Senior Engineer,1998-10-29
60767,Gianluca,Munos,Senior Staff,1994-10-29
60768,Hisao,Feinberg,Senior Engineer,1992-05-07
60769,Heping,Litzler,Senior Staff,1997-10-24
60770,Oksana,Sinitsyn,Staff,1990-04-30
60773,Saniya,Yetto,Engineer,1994-04-13
60780,Gal,Heyers,Staff,1999-10-24
60781,Kasturi,Montresor,Staff,1993-08-19
60782,Janalee,Foote,Senior Engineer,1998-07-02
60786,Mostafa,Undy,Engineer,1998-08-01
60789,Maya,Luck,Senior Engineer,2000-12-18
60790,Somnath,Fioravanti,Staff,1999-02-18
60791,Suzette,Taubenfeld,Senior Staff,1997-05-12
60794,Sashi,Zlotek,Senior Staff,1993-07-20
60795,Mart,Huttel,Senior Staff,1994-05-07
60805,Bowen,Lanteri,Engineer,1990-07-09
60807,Parke,Angel,Senior Engineer,1995-11-06
60808,Dayanand,Auyong,Senior Engineer,2002-07-01
60815,DAIDA,Oxman,Staff,1993-08-12
60817,Kousuke,Schaad,Senior Staff,1994-09-08
60822,Wanqing,Veccia,Senior Staff,1999-05-28
60823,Kazuhiro,Parfitt,Senior Staff,1990-03-07
60825,Berna,Nitto,Senior Staff,1998-07-27
60828,Luerbio,Bugaenko,Senior Staff,2001-09-18
60831,Rildo,Peltason,Senior Engineer,1985-05-11
60834,Tzu,Tasistro,Senior Staff,1994-08-05
60838,Insup,Serra,Senior Engineer,2001-10-14
